id,Baggage_handling,Online_boarding,On-board_service,Flight_Distance,Customer_Type,Seat_comfort,Departure/Arrival_time_convenient,Checkin_service,Arrival_Delay_in_Minutes,Class,Gender,Age,Online_support,Inflight_entertainment,id,Food_and_drink,Type_of_Travel,Ease_of_Online_booking,Inflight_wifi_service,Leg_room_service,satisfaction,Gate_location,Cleanliness,Departure_Delay_in_Minutes,shapley_spaces_2,shapley_spaces_3,shapley_spaces_1,seat_confort_4,shapley_spaces_4,shapley_spaces_0,prediction,confidence
184c977c-3e72-4c68-a1f2-18803119945f,4,4,4,1348,"Loyal Customer",1,1,3,24.0,"Eco","Female",12,4,4,"625e9e70-9435-4a51-a753-f94b9f8714a0",1,"Personal Travel",4,2,4,1,1,4,10,,,,,,,1,1.0
184e1ee7-dd68-4a5e-8a02-533d54260240,3,4,5,2352,"Loyal Customer",1,1,4,18.0,"Eco","Female",40,5,1,"ada05a84-c105-4e42-a6a9-990679abb384",4,"Personal Travel",5,1,5,1,1,5,26,,,,,,,1,0.97
184fe37f-f781-4c37-a3f4-6967af70177c,5,3,3,2413,"Loyal Customer",2,4,5,0.0,"Eco","Male",8,3,2,"61ce68dd-f667-43c9-a8fc-1ae1913284d0",2,"Personal Travel",3,3,3,0,3,5,0,,,,,,,0,0.99
185353e4-7866-47b3-8bcc-ff8bb30b8a68,2,5,1,2692,"Loyal Customer",5,2,3,57.0,"Eco","Male",51,5,5,"e74e92dd-5e09-4597-a2ca-e530cf4a8585",2,"Business travel",5,5,4,1,2,5,30,,,,,,,1,1.0
1859a6bd-e6e1-486d-96b0-767bd7f59648,1,5,5,3665,"Loyal Customer",4,4,3,0.0,"Business","Male",33,5,5,"474757d1-6e87-47f3-bcb2-dbbcdd71a385",4,"Business travel",5,5,1,1,4,5,6,,,,,,,1,1.0
185b998a-d686-4d39-b5de-ba4cfc9caf6f,4,1,4,1316,"disloyal Customer",1,2,3,95.0,"Eco","Male",38,3,1,"1cfb14c9-6a82-412e-8b80-4366d2556b76",1,"Business travel",1,1,1,0,4,3,100,,,,,,,0,1.0
185e0470-ecda-43f5-9de0-1d398f06554a,4,4,3,2232,"Loyal Customer",3,5,5,0.0,"Eco Plus","Male",12,4,3,"c032c004-3709-4286-b66b-80b8fa5b21cc",3,"Personal Travel",4,4,3,0,3,4,0,,,,,,,0,1.0
1860051b-856d-48c8-be4d-1257ebba2cff,3,3,3,1028,"Loyal Customer",3,3,5,2.0,"Business","Male",55,4,4,"ff0d5422-5eb6-403b-9efd-ab6ab4e454bf",3,"Business travel",3,2,4,1,3,3,0,,,,,,,1,0.98
18612a35-f9a8-422a-9505-b0c9a62297d6,2,2,2,844,"Loyal Customer",2,3,4,3.0,"Business","Female",54,3,4,"127fb846-919f-4575-992d-2dca6a2093e8",3,"Business travel",2,2,3,0,3,2,0,,,,,,,0,0.99
1863ce18-ae5f-46b6-bd1e-89e5df1c256b,3,3,3,3420,"Loyal Customer",3,4,4,0.0,"Business","Male",39,4,4,"00e2150d-5eb5-4a7b-92ad-d14c51ebdd91",4,"Business travel",3,1,3,0,4,3,0,,,,,,,0,0.89
18663e0d-9aab-4ddd-bfe7-47466faa8a36,4,3,3,3269,"disloyal Customer",5,4,5,0.0,"Business","Female",14,3,5,"ea4b670a-3493-421e-a16a-b750b88be6aa",5,"Business travel",3,3,5,1,1,5,0,,,,,,,1,1.0
1866712c-0845-4f0b-92dd-3b8aae160383,4,2,2,2388,"disloyal Customer",2,1,3,13.0,"Eco Plus","Female",38,2,1,"fb34290f-7f71-4afb-8185-91b2b3cf373e",1,"Business travel",2,2,3,0,4,3,20,,,,,,,0,1.0
186a21ba-c9f1-44a4-aa5e-702871e1d1ef,5,4,5,1449,"Loyal Customer",1,4,3,0.0,"Eco","Male",34,4,1,"9879bc15-5828-48ea-8713-3f7baaef55f4",1,"Personal Travel",4,4,5,0,1,4,0,,,,,,,0,1.0
186a5727-e1e6-4902-b401-b98b3ce7aa25,4,1,5,1613,"Loyal Customer",2,5,3,3.0,"Eco","Male",35,1,2,"647b2045-a7e7-4937-8a51-c86dc68ed1aa",2,"Personal Travel",1,1,4,0,1,5,0,,,,,,,0,1.0
186dc24d-9ba8-45d1-bedd-bd2f3c042c36,4,4,4,1434,"Loyal Customer",4,4,2,8.0,"Eco","Female",38,4,4,"7a4792d5-6e0b-44f4-8d63-f4a63086fa2a",4,"Business travel",4,4,5,1,4,3,0,,,,,,,1,0.76
186ecd99-a94a-4eff-9c5f-cbde5850c765,3,1,4,2397,"Loyal Customer",1,1,4,27.0,"Eco","Male",55,1,1,"a29cd774-dae5-4a4e-a275-9510b3c40042",1,"Business travel",1,1,1,0,1,3,25,,,,,,,0,1.0
18706369-c4ad-4d69-8203-2618f2ba214e,5,2,5,2643,"Loyal Customer",5,5,5,0.0,"Business","Female",51,1,5,"e3254293-62fb-462d-be4c-4ce2a9c33765",5,"Business travel",5,1,5,1,5,5,0,,,,,,,1,1.0
187256dd-3363-4233-87f9-8e6cb99c601b,1,5,1,108,"Loyal Customer",4,5,4,0.0,"Eco","Female",45,5,3,"a8676762-83d8-4d27-a4f5-46660b6abfbf",4,"Personal Travel",1,4,4,0,2,1,0,,,,,,,0,0.9
1874d61e-0689-4657-b854-075ef7d8cbc8,1,5,1,566,"Loyal Customer",2,2,5,0.0,"Eco","Female",57,5,5,"4bc217bc-57c3-4923-bbec-a1fb44a19eb3",2,"Personal Travel",5,5,5,1,2,5,8,,,,,,,1,0.99
187e4915-876a-4bd4-98de-5865f62d2822,1,4,1,1663,"Loyal Customer",4,4,5,0.0,"Eco","Female",43,4,3,"f2a4d2a5-a9ff-49ee-879b-eedb8b11c82e",4,"Personal Travel",1,5,4,0,4,1,0,,,,,,,0,0.9
1884a12d-6239-413e-96a3-8c8ed84abf3e,5,4,5,634,"Loyal Customer",5,5,4,0.0,"Business","Male",40,4,5,"0d20a538-5b60-424e-8755-0cc596af3f83",5,"Business travel",5,5,5,1,5,5,0,,,,,,,1,1.0
1886702b-3b00-4237-b368-6e992782806a,3,5,1,2604,"disloyal Customer",1,1,4,28.0,"Eco","Male",26,5,1,"ca5ae424-9410-47f2-a9ae-fc4f1ddf02fb",1,"Business travel",5,5,3,0,2,2,38,,,,,,,0,1.0
1886a1a1-7d32-423a-83f6-b6c96cf9a2f2,5,4,4,1587,"Loyal Customer",2,5,5,0.0,"Eco","Male",68,4,2,"68d32200-29d3-4268-9d4e-3c44c3bc057c",2,"Personal Travel",4,4,5,0,2,5,0,,,,,,,0,1.0
188b0a36-8fc1-4551-9902-e4c87483cd97,2,1,4,2206,"Loyal Customer",2,4,2,0.0,"Eco","Male",40,1,2,"5ccad77e-3c94-4ad6-bbfe-f4654b64411e",2,"Personal Travel",1,1,4,0,2,4,0,,,,,,,0,1.0
188efc22-0931-4f69-aa17-e5871b2f792e,2,3,2,2091,"Loyal Customer",2,3,1,20.0,"Eco","Female",27,3,5,"8a86339b-808c-42ea-a8a5-972ac4bb4bfb",3,"Personal Travel",2,5,2,1,3,2,14,,,,,,,1,0.94
1892eed1-a23a-4e80-a10f-a107609ef3f4,5,3,5,1053,"Loyal Customer",1,1,5,18.0,"Business","Female",42,5,4,"8b505fa8-a52b-4378-a4e1-edc12c83ac9b",1,"Business travel",5,3,4,1,1,5,17,,,,,,,1,1.0
189de5f8-0283-4bf0-b88d-5bc571dca224,3,4,3,665,"Loyal Customer",2,2,3,0.0,"Eco","Female",52,5,5,"e2201e1b-19b3-4408-8b3a-79c46782d7d5",2,"Personal Travel",3,4,3,1,2,3,0,,,,,,,1,1.0
189fb8bd-85e1-4330-93c9-58e887295a48,2,4,3,1081,"disloyal Customer",4,4,2,7.0,"Eco","Male",40,4,3,"41fc103a-80ce-44c2-8c18-4503d470eefc",3,"Business travel",4,4,2,0,4,4,0,,,,,,,0,0.92
18a406e1-a9be-4700-a9fc-a3b78fe8f440,1,1,3,1990,"disloyal Customer",1,0,2,4.0,"Eco","Female",36,1,1,"695b09b0-1d26-4aa6-8e9d-13765155281a",1,"Business travel",1,1,5,0,5,5,5,,,,,,,0,1.0
18a692d0-bf79-4c5d-a0c7-68c72be51c9f,4,2,2,2799,"Loyal Customer",2,3,1,0.0,"Business","Male",33,2,2,"5bd33d2c-3412-4d9a-abbc-ce1a92b66723",3,"Business travel",2,2,2,0,3,3,0,,,,,,,0,0.98
18a82911-5696-4728-90a9-c0ccd4de7514,3,4,3,2500,"Loyal Customer",0,4,4,5.0,"Eco Plus","Female",65,5,4,"001b7dcd-705b-4ccf-adb7-51e6487dfaa6",0,"Personal Travel",3,5,3,1,1,3,0,,,,,,,1,1.0
18b09cd7-1f0d-4f99-b630-7ea7aa7e5cd0,4,3,4,2484,"Loyal Customer",3,3,3,0.0,"Eco","Female",31,5,5,"fa5e4d25-253c-4e8c-a853-321b7b9c25bc",5,"Personal Travel",4,3,4,1,3,4,0,,,,,,,1,0.99
18b2b136-fc32-41f3-822a-ae7adb93e624,2,2,2,3929,"Loyal Customer",2,3,3,1.0,"Business","Female",36,3,3,"138a81de-718a-4a07-8002-b475c9f189f3",3,"Business travel",2,2,2,0,3,2,1,,,,,,,0,0.99
18b2fed9-827f-45f6-bee2-be31429fea24,1,4,2,4918,"Loyal Customer",5,5,5,28.0,"Business","Male",32,4,4,"f1150503-b6d8-4482-92b9-97e024342af4",5,"Business travel",4,4,4,1,5,4,30,,,,,,,1,1.0
18b44cf7-3951-457d-8a15-7295fc79170f,3,3,3,356,"Loyal Customer",3,1,4,44.0,"Eco","Female",51,3,3,"9e527222-ff48-4bd0-addd-658e6b427aa4",1,"Business travel",3,5,3,0,1,3,55,,,,,,,0,0.93
18b5ef7a-ce11-4323-9665-b0a5cf6f2cc6,5,4,3,2395,"Loyal Customer",4,4,3,0.0,"Eco Plus","Male",21,4,4,"06e76e21-3b22-405e-b67f-43d278da0612",4,"Personal Travel",4,4,3,0,4,5,0,,,,,,,0,0.76
18b7a22b-b35d-4559-9452-2171ae429503,4,1,4,2799,"disloyal Customer",4,4,1,0.0,"Eco","Male",40,1,4,"52e807b7-f03b-4b7e-8dd0-b22caef89222",4,"Business travel",1,1,1,1,4,3,2,,,,,,,1,0.51
18b81263-869e-44ac-9bf0-2aa6fdf359e1,5,4,5,2362,"Loyal Customer",3,3,5,0.0,"Business","Male",53,4,4,"3eb2b7b7-24f0-4bc5-9241-ad8bc11b3f78",3,"Business travel",5,2,5,1,3,5,0,,,,,,,1,1.0
18bac74d-4a6b-4577-a98d-b75722171a64,3,3,4,2235,"Loyal Customer",4,1,3,0.0,"Eco","Female",12,3,4,"ed888871-d373-4723-bfab-ec9b515b736c",4,"Personal Travel",3,3,4,0,3,4,0,,,,,,,0,0.57
18be0efd-9243-439f-ae98-edfb4e6e939e,2,4,2,396,"Loyal Customer",5,5,3,0.0,"Business","Female",47,5,4,"b4996241-66f7-437b-aea7-892f5eba42cf",5,"Business travel",2,4,2,1,5,2,0,,,,,,,1,1.0
18bf9abf-6ec0-408d-90b9-04151a826e14,5,5,4,2056,"Loyal Customer",4,4,3,0.0,"Eco","Male",12,5,4,"9f19a8b3-afc7-4091-81dd-e96c4258ae17",4,"Personal Travel",5,5,5,1,4,5,6,,,,,,,1,0.76
18c0a375-c009-4876-bcf2-1e05e42b66ec,4,4,4,347,"Loyal Customer",3,3,5,0.0,"Business","Male",55,5,5,"b818b79a-fc35-4525-927c-1ba3c7c1df10",3,"Business travel",4,2,4,1,3,4,0,,,,,,,1,1.0
18c97afd-4cab-4381-9109-cf405ce5d724,3,4,3,3980,"Loyal Customer",4,1,2,0.0,"Eco","Female",18,4,4,"ea93ede0-1500-41f6-8559-43f3533a7210",4,"Personal Travel",4,4,4,0,3,2,0,,,,,,,1,0.76
18ca4914-2a96-4b41-9042-26e65da90d0b,4,2,4,2469,"Loyal Customer",4,4,3,0.0,"Eco Plus","Female",38,3,4,"4179e32b-f9c2-4013-b5a8-1a75f05e9482",4,"Personal Travel",4,1,4,1,4,4,0,,,,,,,1,0.79
18cadf64-c519-455a-bdd2-7c21f5eafdbf,1,5,4,1194,"disloyal Customer",2,0,5,0.0,"Eco","Male",27,5,2,"b9f6a346-4646-4b88-9695-b9cf8831c3b5",2,"Business travel",5,5,3,0,3,3,0,,,,,,,0,1.0
18d02f48-82b4-4f79-afb9-261465bacb33,2,4,2,2710,"Loyal Customer",1,1,3,0.0,"Business","Female",48,4,5,"84a07144-da49-4c32-b2b1-5470afaeb5e1",1,"Business travel",2,3,2,1,1,2,0,,,,,,,1,0.98
18d2bf40-880f-43e2-8e8b-a7866333e21c,3,2,2,1820,"disloyal Customer",3,1,2,0.0,"Eco","Female",25,2,3,"f2a40842-c7da-4de1-8feb-8a2b6cf78a09",3,"Business travel",2,2,5,0,4,3,0,,,,,,,0,1.0
18d3f097-412e-406c-95a7-d7ee91d8fcc0,4,5,1,1583,"Loyal Customer",4,4,4,24.0,"Eco","Male",30,5,3,"96967c23-b764-4cba-b1ca-ab375d4e5829",3,"Personal Travel",5,5,5,0,3,3,34,,,,,,,0,0.98
18d898eb-e4e8-482a-8192-0aa2670ff495,5,4,5,2217,"Loyal Customer",4,4,4,25.0,"Business","Female",39,4,5,"4afcb423-6cbe-436f-98bf-a98386a9ed8d",4,"Business travel",5,5,5,1,4,5,33,,,,,,,1,1.0
18dcfa38-e74d-4f43-92aa-e1ae84403f11,4,2,5,2214,"disloyal Customer",3,3,5,0.0,"Eco","Female",23,2,3,"b6dbbfae-5ad3-4b10-bc57-6170871d6f83",3,"Business travel",2,2,2,0,1,5,0,,,,,,,0,0.99
18df4a9d-95c0-412f-bd1e-2b42a88f937d,4,1,4,992,"Loyal Customer",1,4,5,0.0,"Eco","Male",28,1,1,"da5f43e8-98d4-4c00-a916-a772fbe2ba55",1,"Personal Travel",1,1,3,0,1,5,0,,,,,,,0,1.0
18e464f3-bc19-4a5c-98e9-3a2845007b72,4,4,4,2482,"Loyal Customer",5,5,3,9.0,"Business","Female",49,5,5,"849e27cb-3708-495d-86e0-a7b8baf70bfd",5,"Business travel",4,2,4,1,5,4,12,,,,,,,1,1.0
18e4b506-0b7a-4ba5-963f-94977532d739,5,3,5,2035,"Loyal Customer",2,2,3,85.0,"Eco","Female",26,4,5,"8c7ea75f-e342-4bc8-a7cd-d000bfd9efb0",2,"Personal Travel",5,3,5,1,2,5,106,,,,,,,1,1.0
18e59a6a-3f56-4016-8a62-439515c8f0e4,5,5,5,1443,"disloyal Customer",3,5,5,0.0,"Business","Female",26,5,3,"026643e9-f65b-4bfa-867a-e83c8390e4d9",3,"Business travel",5,5,4,0,2,5,0,,,,,,,0,0.99
18e6131a-1be2-461c-9662-668c94d77da8,5,4,3,1378,"Loyal Customer",3,5,3,43.0,"Eco","Male",37,4,3,"1ef31b6c-ff1d-4683-9ecd-4cd48793ea76",3,"Personal Travel",4,4,2,0,4,5,36,,,,,,,0,1.0
18e70803-5d8e-450f-bc1c-f5448f14acc7,5,3,5,3157,"Loyal Customer",2,2,5,0.0,"Business","Male",52,4,4,"eed98da7-a416-4c3b-a1d7-0b569533b219",2,"Business travel",5,5,5,1,2,5,0,,,,,,,1,1.0
18e7f59d-e8c1-4ed1-8a97-e254d2d47b9b,5,4,5,3044,"Loyal Customer",5,5,5,56.0,"Business","Female",40,5,5,"d3f4bc0b-4915-4280-be7b-add0aad9834d",5,"Business travel",5,4,4,1,5,5,9,,,,,,,1,1.0
18ed2aef-7689-43f8-b060-2cd9cbf6516b,2,1,2,1920,"Loyal Customer",5,4,4,0.0,"Eco","Female",9,3,4,"c2f6a7e9-51bf-481b-8065-2545bedd125f",5,"Personal Travel",2,4,5,1,3,2,0,,,,,,,1,1.0
18f264d2-7b16-4811-985a-cc1b7daae52c,1,3,1,1501,"Loyal Customer",1,3,2,0.0,"Business","Female",45,3,3,"2f367631-3450-4de9-9af9-ee5a95b19627",3,"Business travel",1,4,1,0,3,1,0,,,,,,,0,1.0
18f564b6-19fb-4e5b-9d4b-feba0c0e1056,2,3,2,433,"Loyal Customer",3,3,3,0.0,"Eco","Female",56,4,4,"30f102ea-68e8-410b-aede-d397d4d87119",3,"Business travel",2,4,3,0,3,2,0,,,,,,,0,0.7
18f96988-729a-413e-b12f-ad3ba0f52111,4,3,4,1134,"Loyal Customer",4,4,3,63.0,"Eco","Female",29,5,4,"ce51f38d-00c3-4c20-bc80-afc270397740",2,"Personal Travel",4,3,4,1,4,4,55,,,,,,,1,0.97
18fca4ea-f0dc-4751-838f-e6bd9f329445,4,1,4,2966,"Loyal Customer",3,5,5,0.0,"Eco","Male",9,1,3,"54882d07-bf33-45b8-bbf5-0f04b1d0dc2d",3,"Personal Travel",1,1,2,0,5,4,0,,,,,,,0,1.0
18fe15f8-ad74-4607-bfab-a428437f1112,4,4,4,685,"Loyal Customer",5,5,4,0.0,"Business","Male",38,4,4,"e46c7057-69a5-468c-95fb-9f31ecffe049",5,"Business travel",4,2,4,1,5,4,0,,,,,,,1,1.0
18fe247d-56f1-4e2a-ade4-771af3714f50,2,2,3,1634,"Loyal Customer",2,3,1,0.0,"Eco","Male",37,2,2,"47deb4e4-bc16-432e-9dd3-cf06cce1e1ad",5,"Business travel",2,2,2,0,3,2,0,,,,,,,0,0.86
18fe97d6-7565-4881-9298-4be51195364d,5,1,3,1739,"Loyal Customer",1,5,3,0.0,"Eco","Male",31,1,0,"884c734c-5784-4a86-abfa-b333b376d0a0",0,"Personal Travel",1,1,3,0,3,5,0,,,,,,,0,1.0
19025e58-9fcd-455a-b5ab-c245215bcd05,3,2,3,2296,"Loyal Customer",3,3,3,0.0,"Business","Female",57,4,3,"29fcedff-4df3-4c0c-bb11-a2b8486421d5",3,"Business travel",3,3,3,0,3,3,0,,,,,,,0,0.98
19044af2-dc36-4db0-9079-45c66b5e934c,1,4,3,3118,"Loyal Customer",1,1,4,0.0,"Eco","Female",12,4,4,"f587026e-d234-4990-bfad-bfe480df9c1a",1,"Personal Travel",3,4,4,1,1,5,0,,,,,,,1,1.0
190cf1a2-e453-43c6-bb17-8b3f0b42ac26,1,5,2,4272,"Loyal Customer",4,5,5,0.0,"Eco","Female",22,5,3,"fe16f77c-3644-4c0e-8e6b-711f7b3c62b3",3,"Personal Travel",5,5,4,0,4,5,0,,,,,,,0,0.84
190ef943-1f99-4850-bd0a-dad04540b790,5,5,5,1890,"disloyal Customer",0,0,3,0.0,"Eco","Female",22,5,0,"7c907dc3-9810-4241-971a-12be1378796b",0,"Business travel",5,5,5,1,1,4,19,,,,,,,1,1.0
1910b535-3255-48a9-afc6-6e65ca9466ea,3,1,2,2162,"Loyal Customer",1,1,4,7.0,"Eco","Male",37,1,1,"5729b849-c11f-4c1a-b5fe-03c2972a27e4",1,"Business travel",1,1,4,0,1,3,0,,,,,,,0,1.0
1912c789-ac17-4ff8-8570-4b5f0b5f85f9,3,3,3,86,"Loyal Customer",4,4,4,0.0,"Eco Plus","Female",47,5,5,"900d6884-0fd4-42c8-8bff-cb94cddfeef1",4,"Personal Travel",3,3,4,0,3,3,0,,,,,,,0,0.76
19137bac-79f3-4869-9091-0c9643a8a265,5,4,5,2311,"Loyal Customer",4,1,1,0.0,"Eco Plus","Female",39,4,4,"c84e5fc6-50f1-42d9-a706-0fa35e0a378a",2,"Business travel",4,4,4,1,1,4,0,,,,,,,1,0.98
1913baff-324a-4ea3-b39a-25710f3d225d,4,3,4,1604,"Loyal Customer",5,5,3,5.0,"Eco","Female",9,5,5,"df864283-5ff4-432d-acbc-0b5d99a8cc74",5,"Personal Travel",4,2,4,1,5,4,2,,,,,,,1,1.0
19162851-040a-4bb5-b58e-30e03f72cfb1,5,1,5,1359,"Loyal Customer",3,5,5,0.0,"Eco","Male",17,1,3,"f67fd4c5-0560-4ec3-a382-66547ee2dd87",3,"Personal Travel",1,1,5,0,1,5,0,,,,,,,0,1.0
19186347-2bc3-4f6b-9394-82522bcba9ac,5,5,3,4396,"Loyal Customer",1,1,4,46.0,"Business","Male",33,5,5,"e74b6ff8-4b18-44f0-929a-7d5ffec734b6",1,"Business travel",5,5,5,1,1,4,2,,,,,,,1,1.0
191d2664-fdb7-466d-ad05-5da5dfc0dc72,5,3,5,3478,"Loyal Customer",5,5,2,0.0,"Business","Female",61,3,2,"f56f6285-5849-47b0-83c8-ac96b67ef540",5,"Business travel",5,3,4,0,5,5,0,,,,,,,1,0.97
192771a8-7a35-455e-a269-4d7b1df9a99b,4,4,3,1687,"Loyal Customer",3,2,1,0.0,"Eco","Male",56,4,0,"d13d15f0-0e2a-4a02-977c-82f4588fe11c",0,"Personal Travel",4,4,2,0,3,3,0,,,,,,,0,1.0
19316bb7-7e8b-4777-8b75-02f634ce2f64,1,5,2,1353,"Loyal Customer",5,3,1,0.0,"Eco","Male",40,5,5,"4de65496-70b7-4512-8d64-5271fefbbeb8",3,"Business travel",5,5,3,1,3,3,0,,,,,,,1,1.0
19355867-9ea0-43ae-8d77-a2b7c67cc81e,4,1,2,1964,"disloyal Customer",3,3,4,55.0,"Eco","Female",20,2,3,"81b29efc-dc4d-44ec-bc68-bf00adbb94bd",3,"Business travel",1,1,3,0,4,3,76,,,,,,,0,1.0
193578ee-044b-487c-9cdd-c35a275c89d3,5,4,5,412,"Loyal Customer",5,2,3,0.0,"Eco","Female",60,2,5,"26774e4d-12fa-4edf-babf-25bb81b54a74",2,"Business travel",5,2,5,1,2,5,0,,,,,,,1,1.0
193b2d28-f118-421e-80fd-b2a1a7b744f0,4,5,5,2059,"Loyal Customer",3,3,3,2.0,"Eco","Female",26,5,5,"e9796c9f-9ee4-4f29-b5f1-65d64833af00",3,"Personal Travel",5,5,4,1,3,5,8,,,,,,,1,1.0
193dd21a-bcab-4f2e-b1cb-d6701099fe7f,4,3,4,546,"Loyal Customer",3,4,3,0.0,"Business","Male",49,1,5,"c9521a51-18d2-4684-b4aa-88eb5622e4ea",3,"Business travel",4,5,4,1,3,4,0,,,,,,,1,0.99
193eefe5-4312-4d47-b7db-03cf4eeaefbc,5,3,5,561,"Loyal Customer",1,1,5,0.0,"Business","Male",51,4,5,"f60efb80-588f-4b69-82eb-b935e1e35f31",1,"Business travel",5,4,5,1,1,5,0,,,,,,,1,1.0
193ef05f-42ac-4cc9-adc1-acad6100103d,5,3,5,1689,"Loyal Customer",1,1,3,0.0,"Eco","Female",40,4,4,"4467f87a-e9d2-4b1a-b737-98d04e5a78c6",5,"Personal Travel",5,3,5,1,1,5,0,,,,,,,1,1.0
193f02a2-1621-4d25-8543-1b965ea907ac,4,4,4,2179,"disloyal Customer",3,4,2,0.0,"Eco","Female",44,4,3,"7d16d5ad-e562-4e88-9a38-501f0f32c82b",3,"Business travel",4,4,5,0,4,3,0,,,,,,,0,0.99
19419bc5-e9b0-4c5c-b860-0f87fa22c0ad,5,4,5,1870,"Loyal Customer",5,5,5,98.0,"Business","Female",22,4,4,"180993f4-8cd5-4cc6-a1ea-becc3ed7a472",5,"Business travel",4,4,5,1,5,5,88,,,,,,,1,1.0
1944db4d-dc6b-46af-9ce4-2a0788f0c2c9,5,2,5,2651,"Loyal Customer",3,4,3,0.0,"Eco","Male",21,4,3,"dc1854d8-898c-4782-b648-2267b7fbfd70",3,"Personal Travel",2,2,1,0,1,4,0,,,,,,,0,1.0
1947248e-ec4b-4b3f-b144-cde5cda38e9c,5,3,5,4000,"Loyal Customer",4,4,1,6.0,"Business","Male",60,5,2,"57e2b46f-7bea-4f80-ba10-2c0f0ff18dd4",4,"Business travel",5,3,5,1,4,5,1,,,,,,,1,0.99
194b0513-9c50-4f56-aa62-689cd715b697,3,5,4,1173,"disloyal Customer",4,3,1,43.0,"Eco","Male",19,5,4,"615c5736-b42d-43fd-97b6-887e0ef785e1",4,"Business travel",5,5,3,0,4,4,30,,,,,,,0,0.83
194ce65f-4122-4df3-b011-ac9b15df08d6,3,5,1,1831,"Loyal Customer",3,3,3,67.0,"Eco","Male",15,5,3,"fb8ffa2e-ddc3-4628-b0b4-b1e0b3857e78",3,"Personal Travel",5,5,1,0,3,3,72,,,,,,,0,1.0
194d9954-141a-447c-aa0e-e0ec864c4250,3,4,3,1258,"Loyal Customer",2,4,5,5.0,"Eco","Male",11,1,1,"ed53557e-61ee-416a-86c5-6c95d7299ed3",1,"Personal Travel",4,4,3,0,3,1,0,,,,,,,0,1.0
1951b5cb-9fe4-425c-a588-4baa38a4bea9,3,1,2,99,"Loyal Customer",3,4,3,5.0,"Business","Male",39,3,3,"83f3cebe-7664-4c52-9452-3e4af1e52fc8",4,"Business travel",2,3,2,0,4,2,14,,,,,,,0,0.99
1955eb79-18c4-422d-832f-4468cad016bf,4,5,4,1778,"Loyal Customer",3,3,3,15.0,"Business","Female",39,5,5,"2029c554-a3e7-4811-ac9a-15cc6ae24a2b",3,"Business travel",4,3,5,1,3,4,23,,,,,,,1,1.0
195a7f86-fb4e-4ce7-b966-d479b698148d,5,3,4,3386,"Loyal Customer",1,1,4,0.0,"Business","Female",57,5,4,"d9c52dcf-c8cf-4792-b20f-76a3e2054057",1,"Business travel",4,4,5,1,1,4,0,,,,,,,1,1.0
195e3cac-5d8f-408c-91ca-8fe6dff0481f,5,3,5,757,"Loyal Customer",1,1,3,5.0,"Business","Female",46,4,4,"6f83c9ff-40c1-4ee5-8b77-f63fb4547c3b",1,"Business travel",5,3,5,1,1,5,0,,,,,,,1,1.0
19624137-f2ca-440c-b103-7fafa9924194,5,3,5,1574,"Loyal Customer",5,5,5,2.0,"Eco","Female",36,4,4,"d6afdbce-1a3b-45cd-8e5a-707fd3c67504",5,"Personal Travel",5,5,5,1,5,5,0,,,,,,,1,1.0
1963a8eb-799a-4afe-8d63-6fe66a99b0f9,3,3,3,2446,"Loyal Customer",3,3,4,0.0,"Business","Female",15,4,5,"2deb90b9-80f0-4559-ac36-e89ca77e8d31",3,"Personal Travel",3,3,4,1,3,3,7,,,,,,,1,0.99
19683111-9417-4324-8f83-75e9992fdf87,5,4,5,856,"Loyal Customer",1,1,5,13.0,"Business","Male",46,4,4,"eec36150-db83-4b49-a99d-18630df37b76",1,"Business travel",5,4,5,1,1,5,9,,,,,,,1,1.0
196b61ed-d7e6-46d6-8e1b-a1a00de6ae5b,4,4,5,1499,"Loyal Customer",1,1,5,6.0,"Business","Male",32,4,4,"aeb91eb6-4c73-4d1f-bf2f-49021a091ba2",1,"Business travel",4,4,4,1,1,4,21,,,,,,,1,1.0
19767526-84ad-485b-9904-85d43ed18ba6,3,4,5,3175,"disloyal Customer",4,4,5,4.0,"Business","Female",27,4,4,"50833ed9-2581-4c08-945d-5d51c6dd1125",4,"Business travel",4,4,4,1,4,4,21,,,,,,,1,0.8
1976e793-4851-485e-bd40-f244251b8f87,4,4,2,2076,"Loyal Customer",4,3,3,129.0,"Eco","Male",65,4,4,"85af438a-9ca8-4809-9a13-ece5059142fd",4,"Personal Travel",4,4,3,0,4,3,102,,,,,,,0,0.91
197d2fe5-5645-4f95-81f3-db0391a58e9e,4,3,4,81,"Loyal Customer",4,4,5,73.0,"Eco","Female",60,5,4,"9ad1cc89-9890-4c8d-acbb-cf6a7379b3e7",1,"Personal Travel",4,5,4,1,4,4,77,,,,,,,1,0.97
1983e04b-2187-4ff6-9720-89559db30fc8,1,4,1,55,"Loyal Customer",2,3,2,33.0,"Eco","Female",64,2,4,"90ef6fef-cab1-4d04-b118-ab0585d6db02",3,"Business travel",1,5,2,1,3,1,49,,,,,,,0,0.65
198e051f-53bf-4677-b719-37ac391b4ab4,3,5,2,2243,"disloyal Customer",2,2,3,0.0,"Eco","Female",11,5,2,"53f3293d-4b65-4321-8154-b44de6684f66",2,"Business travel",5,5,5,0,4,3,0,,,,,,,0,1.0
